Date	Friday, May 01, 2009,  12:36:07 PM
SystemName	Pathway
Well	Well D11
Plate	96 Well BD Falcon Imaging [353219]
Brand	BD Falcon
Wells	96
Objective	20X NA 075 Olympus Confocal
Offset	858993459
ZRelativeDisplacement	200.000000
Gain	15
SamplingRate Hz	12000
StartingFocusPosition microns	5401.570000
SearchSpan microns	2000.000000
DataPointsGathered	2000
Algorithm	DoubleThreshold
UseRollingAverageWidth	0
RollingAverageWidth	20
InFocusIndex	940



---DATA TABLE---
Index	Position	Intensity	InFocusPosition	SmoothedData
1087	-6153	1.250770		
1088	-6164	1.265992		
1089	-6175	1.279595		
1090	-6187	1.300323		
1091	-6198	1.301133		
1092	-6210	1.316517		
1093	-6223	1.333359		
1094	-6234	1.352792		
1095	-6247	1.386637		
1096	-6259	1.383560		
1097	-6271	1.400402		
1098	-6284	1.412709		
1099	-6296	1.440239		
1100	-6308	1.459348		
1101	-6319	1.471332		
1102	-6331	1.497728		
1103	-6343	1.514407		
1104	-6354	1.536107		
1105	-6365	1.560398		
1106	-6377	1.583718		
1107	-6388	1.603960		
1108	-6400	1.620316		
1109	-6412	1.639749		
1110	-6424	1.661611		
1111	-6436	1.687845		
1112	-6449	1.714241		
1113	-6461	1.744200		
1114	-6474	1.788086		
1115	-6487	1.818692		
1116	-6500	1.855615		
1117	-6512	1.893023		
1118	-6525	1.934965		
1119	-6538	1.983709		
1120	-6550	2.030672		
1121	-6563	2.082979		
1122	-6574	2.144516		
1123	-6586	2.222247		
1124	-6598	2.313906		
1125	-6610	2.412852		
1126	-6621	2.533336		
1127	-6633	2.682646		
1128	-6645	2.837947		
1129	-6657	3.011225		
1130	-6669	3.186123		
1131	-6681	3.356162		
1132	-6694	3.500291		
1133	-6707	3.602477		
1134	-6719	3.707578		
1135	-6732	3.779967		
1136	-6745	3.857214		
1137	-6759	3.859643		
1138	-6772	3.873733		
1139	-6785	3.869036		
1140	-6798	3.870656		
1141	-6811	3.870008		
1142	-6824	3.860615		
1143	-6836	3.875028		
1144	-6849	3.869360		
1145	-6860	3.869522		
1146	-6873	3.871303		
1147	-6886	3.861101		
1148	-6898	3.870170		
1149	-6911	3.870170		
1150	-6924	3.873571		
1151	-6937	3.873571		
1152	-6951	3.866445		
1153	-6963	3.868550		
1154	-6977	3.890737		
1155	-6991	3.862396		
1156	-7005	3.863530		
1157	-7018	3.874218		
1158	-7031	3.867417		
1159	-7045	3.857376		
1160	-7058	3.862073		
1161	-7070	3.867417		
1162	-7082	3.868388		
1163	-7095	3.869198		
1164	-7107	3.858834		
1165	-7119	3.885716		
1166	-7131	3.868226		
1167	-7144	3.870332		
1168	-7156	3.873894		
1169	-7169	3.868550		
1170	-7182	3.869846		
1171	-7195	3.871465		
1172	-7209	3.857052		
1173	-7222	3.889279		
1174	-7235	3.869846		
1175	-7249	3.868874		
1176	-7263	3.869036		
1177	-7278	3.859320		
1178	-7291	3.869846		
1179	-7305	3.868874		
1180	-7318	3.867579		
1181	-7331	3.867093		
1182	-7345	3.876000		
1183	-7358	3.857214		
1184	-7371	3.865635		
1185	-7384	3.887984		
1186	-7397	3.884907		
1187	-7411	3.867417		
1188	-7424	3.867741		
1189	-7438	3.869198		
1190	-7452	3.875514		
1191	-7466	3.882154		
1192	-7480	3.867903		
1193	-7495	3.864178		
1194	-7509	3.870170		
1195	-7523	3.875676		
1196	-7537	3.871951		
1197	-7551	3.874056		
1198	-7564	3.876000		
1199	-7578	3.867741		
1200	-7590	3.877619		
1201	-7603	3.872113		
1202	-7615	3.870494		
1203	-7628	3.870818		
1204	-7641	3.867093		
1205	-7654	3.870656		
1206	-7668	3.863206		
1207	-7681	3.873247		
1208	-7695	3.871465		
1209	-7709	3.847822		
1210	-7722	3.868874		
1211	-7737	3.867741		
1212	-7751	3.860291		
1213	-7765	3.868712		
1214	-7780	3.861587		
1215	-7794	3.875838		
1216	-7808	3.874542		
1217	-7822	3.870656		
1218	-7836	3.878429		
1219	-7849	3.870170		
1220	-7863	3.873247		
1221	-7876	3.872437		
1222	-7890	3.862882		
1223	-7904	3.860453		
1224	-7918	3.828550		
1225	-7932	3.749846		
1226	-7946	3.675514		
1227	-7961	3.613975		
1228	-7975	3.544178		
1229	-7990	3.473409		
1230	-8005	3.394866		
1231	-8020	3.321830		
1232	-8034	3.255596		
1233	-8048	3.199564		
1234	-8063	3.126690		
1235	-8076	3.072763		
1236	-8089	3.007986		
1237	-8103	2.942886		
1238	-8116	2.904343		
1239	-8129	2.850579		
1240	-8142	2.792604		
1241	-8156	2.740135		
1242	-8170	2.693334		
1243	-8184	2.651067		
1244	-8198	2.609772		
1245	-8213	2.557141		
1246	-8227	2.531231		
1247	-8242	2.492203		
1248	-8257	2.434876		
1249	-8272	2.405079		
1250	-8287	2.349047		
1251	-8302	2.326375		
1252	-8316	2.287510		
1253	-8330	2.247996		
1254	-8344	2.212045		
1255	-8358	2.177066		
1256	-8372	2.144192		
1257	-8386	2.105003		
1258	-8400	2.063708		
1259	-8415	2.026623		
1260	-8429	1.988244		
1261	-8444	1.956827		
1262	-8459	1.924439		
1263	-8474	1.892699		
1264	-8489	1.857558		
1265	-8503	1.830352		
1266	-8518	1.801203		
1267	-8533	1.774807		
1268	-8548	1.745172		
1269	-8562	1.727682		
1270	-8576	1.686549		
1271	-8590	1.658696		
1272	-8604	1.634567		
1273	-8617	1.605418		
1274	-8631	1.580317		
1275	-8645	1.573353		
1276	-8659	1.533030		
1277	-8674	1.508254		
1278	-8688	1.486068		
1279	-8703	1.465987		
1280	-8718	1.453842		
1281	-8733	1.421778		
1282	-8748	1.410928		
1283	-8763	1.382751		
1284	-8779	1.363804		
1285	-8794	1.347286		
1286	-8808	1.324452		
1287	-8823	1.315384		
1288	-8837	1.295789		
1289	-8851	1.279757		
1290	-8865	1.264211		
1291	-8879	1.259515		
1292	-8893	1.234090		
1293	-8908	1.204617		
1294	-8922	1.206237		
1295	-8937	1.192472		
1296	-8952	1.154740		
1297	-8967	1.158788		
1298	-8982	1.145347		
1299	-8997	1.125267		
1300	-9012	1.117170		
1301	-9028	1.104539		
1302	-9042	1.089316		
1303	-9057	1.081381		
1304	-9071	1.085268		
1305	-9085	1.057900		
1306	-9099	1.046888		
1307	-9112	1.030047		
1308	-9126	1.018549		
1309	-9140	1.014339		
1310	-9154	0.991667		
1311	-9168	0.977578		
1312	-9183	0.971587		
1313	-9197	0.952964		
1314	-9212	0.947782		
1315	-9227	0.927539		
1316	-9242	0.925758		
1317	-9257	0.904544		
1318	-9272	0.905354		
1319	-9287	0.897095		
1320	-9302	0.890455		
1321	-9316	0.875395		
1322	-9330	0.864383		
1323	-9344	0.854505		
1324	-9358	0.847379		
1325	-9372	0.839121		
1326	-9386	0.825518		
1327	-9400	0.806409		
1328	-9414	0.793454		
1329	-9428	0.812886		
1330	-9443	0.791510		
1331	-9457	0.793292		
1332	-9472	0.777908		
1333	-9486	0.770620		
1334	-9501	0.761876		
1335	-9516	0.756046		
1336	-9531	0.751026		
1337	-9545	0.741147		
1338	-9559	0.734508		
1339	-9574	0.714428		
1340	-9587	0.722201		
1341	-9600	0.729488		
1342	-9613	0.708436		
1343	-9627	0.698558		
1344	-9640	0.690946		
1345	-9654	0.687384		
1346	-9668	0.684307		
1347	-9682	0.692242		
1348	-9696	0.667465		
1349	-9710	0.663255		
1350	-9725	0.660826		
1351	-9740	0.639126		
1352	-9754	0.665684		
1353	-9769	0.636049		
1354	-9783	0.638802		
1355	-9798	0.633134		
1356	-9812	0.633782		
1357	-9826	0.613702		
1358	-9839	0.619369		
1359	-9853	0.617264		
1360	-9866	0.612406		
1361	-9878	0.604147		
1362	-9892	0.607386		
1363	-9906	0.606576		
1364	-9920	0.581638		
1365	-9933	0.603499		
1366	-9948	0.589735		
1367	-9962	0.585686		
1368	-9976	0.580018		
1369	-9991	0.576779		
1370	-10005	0.568683		
1371	-10020	0.575322		
1372	-10034	0.565120		
1373	-10048	0.564796		
1374	-10062	0.560100		
1375	-10075	0.549898		
1376	-10088	0.544392		
1377	-10102	0.539048		
1378	-10114	0.541963		
1379	-10127	0.535323		
1380	-10140	0.529979		
1381	-10154	0.534999		
1382	-10167	0.525607		
1383	-10180	0.520425		
1384	-10194	0.520263		
1385	-10208	0.512490		
1386	-10221	0.506498		
1387	-10235	0.502288		
1388	-10249	0.507955		
1389	-10263	0.499049		
1390	-10277	0.499697		
1391	-10290	0.497915		
1392	-10304	0.503097		
1393	-10317	0.491600		
1394	-10330	0.485770		
1395	-10343	0.487713		
1396	-10356	0.484150		
1397	-10369	0.476539		
1398	-10381	0.474596		
1399	-10394	0.470548		
1400	-10408	0.458402		
1401	-10421	0.469576		
1402	-10434	0.462936		
1403	-10448	0.467795		
1404	-10462	0.457107		
1405	-10475	0.452572		
1406	-10490	0.454840		
1407	-10504	0.450467		
1408	-10518	0.445285		
1409	-10532	0.443990		
1410	-10546	0.437026		
1411	-10559	0.459050		
1412	-10572	0.433626		
1413	-10585	0.432978		
1414	-10597	0.427796		
1415	-10610	0.426500		
1416	-10622	0.424071		
1417	-10634	0.419537		
1418	-10647	0.418889		
1419	-10660	0.416460		
1420	-10673	0.415165		
1421	-10686	0.411278		
1422	-10700	0.399780		
1423	-10713	0.409011		
1424	-10727	0.409335		
1425	-10740	0.403343		
1426	-10754	0.401724		
1427	-10768	0.416784		
1428	-10782	0.396056		
1429	-10795	0.392817		
1430	-10809	0.399295		
1431	-10822	0.393789		
1432	-10835	0.390064		
1433	-10848	0.384234		
1434	-10860	0.382291		
1435	-10873	0.399780		
1436	-10886	0.370146		
1437	-10898	0.382939		
1438	-10912	0.377271		
1439	-10925	0.376785		
1440	-10938	0.370955		
1441	-10951	0.370469		
1442	-10965	0.367716		
1443	-10979	0.349094		
1444	-10993	0.365125		
1445	-11006	0.363992		
1446	-11020	0.358162		
1447	-11034	0.340187		
1448	-11047	0.366421		
1449	-11060	0.358000		
1450	-11073	0.350713		
1451	-11085	0.350875		
1452	-11098	0.353790		
1453	-11110	0.348446		
1454	-11123	0.349255		
1455	-11135	0.346341		
1456	-11148	0.345693		
1457	-11161	0.346341		
1458	-11174	0.346017		
1459	-11187	0.362373		
1460	-11201	0.338568		
1461	-11214	0.343911		
1462	-11227	0.337110		
1463	-11240	0.338406		
1464	-11254	0.335976		
1465	-11268	0.342454		
1466	-11282	0.333224		
1467	-11296	0.334033		
1468	-11309	0.329985		
1469	-11323	0.332576		
1470	-11336	0.335815		
1471	-11349	0.327880		
1472	-11362	0.317677		
1473	-11375	0.327718		
1474	-11388	0.323345		
1475	-11401	0.322050		
1476	-11414	0.320430		
1477	-11427	0.319135		
1478	-11441	0.337920		
1479	-11455	0.319783		
1480	-11469	0.316544		
1481	-11483	0.315410		
1482	-11497	0.311686		
1483	-11511	0.312495		
1484	-11525	0.312495		
1485	-11538	0.308447		
1486	-11552	0.309095		
1487	-11565	0.306018		
1488	-11578	0.309742		
1489	-11590	0.306018		
1490	-11603	0.303265		
1491	-11615	0.308285		
1492	-11628	0.299054		
1493	-11640	0.301807		
1494	-11653	0.315896		
1495	-11666	0.298893		
1496	-11679	0.298407		
1497	-11692	0.295168		
1498	-11705	0.292577		
1499	-11718	0.293063		
1500	-11732	0.289500		
1501	-11746	0.291281		
1502	-11760	0.309904		
1503	-11774	0.287071		
1504	-11788	0.286747		
1505	-11802	0.293549		
1506	-11816	0.267476		
1507	-11829	0.300674		
1508	-11842	0.288367		
1509	-11855	0.280917		
1510	-11868	0.277841		
1511	-11881	0.280108		
1512	-11895	0.277193		
1513	-11908	0.278164		
1514	-11922	0.276221		
1515	-11935	0.273306		
1516	-11949	0.276383		
1517	-11963	0.272335		
1518	-11977	0.270553		
1519	-11990	0.272335		
1520	-12005	0.280270		
1521	-12019	0.274926		
1522	-12033	0.270715		
1523	-12047	0.270553		
1524	-12061	0.268448		
1525	-12074	0.265371		
1526	-12087	0.262942		
1527	-12100	0.263266		
1528	-12113	0.265695		
1529	-12126	0.256141		
1530	-12139	0.259703		
1531	-12152	0.278002		
1532	-12165	0.262942		
1533	-12178	0.260999		
1534	-12192	0.259865		
1535	-12205	0.262618		
1536	-12219	0.281403		
1537	-12233	0.264562		
1538	-12246	0.255817		
1539	-12261	0.247234		
1540	-12275	0.256465		
1541	-12289	0.260027		
1542	-12302	0.276383		
1543	-12316	0.242214		
1544	-12329	0.246586		
1545	-12342	0.253712		
1546	-12355	0.250959		
1547	-12367	0.250149		
1548	-12380	0.251606		
1549	-12393	0.254683		
1550	-12407	0.249015		
1551	-12420	0.248044		
1552	-12434	0.246586		
1553	-12447	0.243671		
1554	-12461	0.245453		
1555	-12476	0.251606		
1556	-12490	0.247072		
1557	-12504	0.242700		
1558	-12519	0.243348		
1559	-12533	0.242376		
1560	-12547	0.242376		
1561	-12560	0.239623		
1562	-12574	0.241404		
1563	-12587	0.241242		
1564	-12600	0.238975		
1565	-12612	0.237518		
1566	-12625	0.233469		
1567	-12638	0.235898		
1568	-12651	0.240109		
1569	-12665	0.237680		
1570	-12678	0.234603		
1571	-12691	0.233631		
1572	-12705	0.234117		
1573	-12718	0.232822		
1574	-12733	0.235736		
1575	-12746	0.234117		
1576	-12760	0.234603		
1577	-12775	0.219543		
1578	-12789	0.214037		
1579	-12803	0.238166		
1580	-12816	0.235575		
1581	-12830	0.227963		
1582	-12843	0.215818		
1583	-12856	0.228125		
1584	-12868	0.224239		
1585	-12882	0.232983		
1586	-12895	0.227478		
1587	-12908	0.229097		
1588	-12922	0.223429		
1589	-12935	0.227154		
1590	-12949	0.232660		
1591	-12963	0.242862		
1592	-12977	0.220838		
1593	-12991	0.224401		
1594	-13005	0.222619		
1595	-13020	0.205292		
1596	-13034	0.219381		
1597	-13047	0.222296		
1598	-13061	0.229583		
1599	-13074	0.222943		
1600	-13087	0.219381		
1601	-13099	0.214199		
1602	-13112	0.215332		
1603	-13125	0.223753		
1604	-13138	0.223429		
1605	-13151	0.218733		
1606	-13164	0.212579		
1607	-13178	0.216952		
1608	-13191	0.212255		
1609	-13205	0.216466		
1610	-13219	0.213875		
1611	-13233	0.217599		
1612	-13247	0.210798		
1613	-13262	0.204644		
1614	-13276	0.218571		
1615	-13290	0.226830		
1616	-13304	0.217275		
1617	-13318	0.210960		
1618	-13331	0.209988		
1619	-13345	0.207397		
1620	-13358	0.207559		
1621	-13371	0.206911		
1622	-13384	0.201244		
1623	-13397	0.206102		
1624	-13411	0.206264		
1625	-13424	0.203025		
1626	-13438	0.207235		
1627	-13452	0.209826		
1628	-13466	0.210150		
1629	-13480	0.203349		
1630	-13494	0.202215		
1631	-13509	0.204482		
1632	-13523	0.200272		
1633	-13537	0.201082		
1634	-13551	0.197357		
1635	-13565	0.201244		
1636	-13578	0.201567		
1637	-13591	0.201405		
1638	-13604	0.220352		
1639	-13617	0.202539		
1640	-13630	0.202053		
1641	-13643	0.199462		
1642	-13656	0.199138		
1643	-13670	0.199138		
1644	-13684	0.195090		
1645	-13697	0.195414		
1646	-13711	0.194604		
1647	-13725	0.195900		
1648	-13740	0.194442		
1649	-13754	0.189584		
1650	-13769	0.176791		
1651	-13783	0.199786		
1652	-13797	0.199624		
1653	-13811	0.193956		
1654	-13825	0.198814		
1655	-13838	0.194604		
1656	-13851	0.191041		
1657	-13865	0.197681		
1658	-13878	0.195252		
1659	-13891	0.194442		
1660	-13905	0.192337		
1661	-13918	0.188774		
1662	-13932	0.195900		
1663	-13946	0.192661		
1664	-13960	0.194928		
1665	-13974	0.192013		
1666	-13988	0.189098		
1667	-14003	0.195414		
1668	-14017	0.193309		
1669	-14031	0.186831		
1670	-14045	0.185212		
1671	-14059	0.186345		
1672	-14073	0.185050		
1673	-14086	0.175981		
1674	-14099	0.168532		
1675	-14111	0.183592		
1676	-14125	0.185535		
1677	-14138	0.182459		
1678	-14151	0.182944		
1679	-14164	0.184240		
1680	-14177	0.181487		
1681	-14191	0.184726		
1682	-14204	0.182944		
1683	-14218	0.179868		
1684	-14233	0.177762		
1685	-14247	0.186507		
1686	-14261	0.186831		
1687	-14275	0.176305		
1688	-14290	0.182621		
1689	-14304	0.177762		
1690	-14318	0.180515		
1691	-14331	0.176467		
1692	-14345	0.177277		
1693	-14358	0.175819		
1694	-14372	0.175657		
1695	-14385	0.175495		
1696	-14399	0.176629		
1697	-14413	0.165617		
1698	-14427	0.156548		
1699	-14440	0.174524		
1700	-14455	0.175333		
1701	-14469	0.175009		
1702	-14484	0.174362		
1703	-14498	0.173228		
1704	-14513	0.172256		
1705	-14527	0.192175		
1706	-14541	0.171771		
1707	-14555	0.170799		
1708	-14568	0.172742		
1709	-14582	0.170475		
1710	-14594	0.167236		
1711	-14607	0.172742		
1712	-14620	0.173876		
1713	-14633	0.171447		
1714	-14646	0.174200		
1715	-14659	0.191365		
1716	-14672	0.172256		
1717	-14686	0.170799		
1718	-14699	0.166913		
1719	-14713	0.167884		
1720	-14727	0.168856		
1721	-14741	0.164807		
1722	-14755	0.164807		
1723	-14770	0.179382		
1724	-14784	0.168694		
1725	-14798	0.168532		
1726	-14812	0.165779		
1727	-14826	0.168694		
1728	-14839	0.166589		
1729	-14853	0.166751		
1730	-14865	0.166103		
1731	-14879	0.162216		
1732	-14892	0.163350		
1733	-14906	0.154281		
1734	-14920	0.147966		
1735	-14934	0.154767		
1736	-14948	0.166589		
1737	-14962	0.162540		
1738	-14976	0.161730		
1739	-14991	0.183916		
1740	-15006	0.163188		
1741	-15020	0.160597		
1742	-15035	0.166427		
1743	-15049	0.162216		
1744	-15063	0.158168		
1745	-15076	0.161892		
1746	-15089	0.163998		
1747	-15102	0.169989		
1748	-15115	0.161892		
1749	-15128	0.157844		
1750	-15140	0.156872		
1751	-15154	0.163026		
1752	-15167	0.159301		
1753	-15180	0.156710		
1754	-15194	0.160435		
1755	-15207	0.163026		
1756	-15221	0.166589		
1757	-15235	0.157844		
1758	-15249	0.142460		
1759	-15263	0.165293		
1760	-15277	0.160921		
1761	-15291	0.153310		
1762	-15305	0.158330		
1763	-15318	0.155415		
1764	-15332	0.170799		
1765	-15345	0.156225		
1766	-15358	0.154605		
1767	-15372	0.157196		
1768	-15385	0.156548		
1769	-15398	0.175171		
1770	-15412	0.155415		
1771	-15426	0.149099		
1772	-15440	0.153957		
1773	-15454	0.154443		
1774	-15468	0.173552		
1775	-15482	0.155091		
1776	-15497	0.154605		
1777	-15511	0.151043		
1778	-15526	0.155415		
1779	-15540	0.156710		
1780	-15554	0.156386		
1781	-15567	0.155415		
1782	-15580	0.152986		
1783	-15593	0.154929		
1784	-15606	0.155091		
1785	-15618	0.162702		
1786	-15630	0.153795		
1787	-15643	0.155577		
1788	-15656	0.169989		
1789	-15669	0.154281		
1790	-15682	0.152338		
1791	-15696	0.152662		
1792	-15709	0.156710		
1793	-15723	0.159787		
1794	-15737	0.141002		
1795	-15751	0.148937		
1796	-15764	0.150881		
1797	-15779	0.152338		
1798	-15793	0.167722		
1799	-15807	0.151204		
1800	-15820	0.148613		
1801	-15834	0.150881		
1802	-15847	0.148128		
1803	-15860	0.152014		
1804	-15873	0.149099		
1805	-15886	0.146994		
1806	-15900	0.154767		
1807	-15913	0.148290		
1808	-15927	0.152014		
1809	-15941	0.132096		
1810	-15954	0.146994		
1811	-15969	0.143431		
1812	-15983	0.151043		
1813	-15997	0.149423		
1814	-16011	0.145699		
1815	-16025	0.148937		
1816	-16039	0.148775		
1817	-16053	0.131934		
1818	-16066	0.147966		
1819	-16079	0.143108		
1820	-16092	0.147480		
1821	-16104	0.148290		
1822	-16116	0.143755		
1823	-16129	0.146832		
1824	-16142	0.148128		
1825	-16155	0.152662		
1826	-16168	0.147480		
1827	-16181	0.148775		
1828	-16194	0.141974		
1829	-16208	0.147804		
1830	-16221	0.159139		
1831	-16235	0.149099		
1832	-16249	0.146994		
1833	-16263	0.147156		
1834	-16277	0.144403		
1835	-16291	0.152338		
1836	-16305	0.148775		
1837	-16319	0.145537		
1838	-16332	0.147318		
1839	-16346	0.142136		
1840	-16359	0.132582		
1841	-16372	0.129181		
1842	-16385	0.138411		
1843	-16398	0.143269		
1844	-16411	0.154119		
1845	-16423	0.142946		
1846	-16437	0.145699		
1847	-16451	0.136306		
1848	-16464	0.141650		
1849	-16479	0.151690		
1850	-16493	0.145051		
1851	-16507	0.141488		
1852	-16522	0.150233		
1853	-16536	0.161892		
1854	-16550	0.147156		
1855	-16563	0.144079		
1856	-16577	0.145051		
1857	-16589	0.140517		
1858	-16603	0.140517		
1859	-16615	0.142136		
1860	-16628	0.144241		
1861	-16641	0.143755		
1862	-16654	0.141164		
1863	-16667	0.144889		
1864	-16680	0.139059		
1865	-16694	0.147318		
1866	-16708	0.129667		
1867	-16721	0.138897		
1868	-16735	0.139545		
1869	-16749	0.141002		
1870	-16763	0.141326		
1871	-16777	0.141488		
1872	-16791	0.141488		
1873	-16805	0.140031		
1874	-16818	0.140678		
1875	-16832	0.141974		
1876	-16845	0.125294		
1877	-16858	0.125942		
1878	-16871	0.131610		
1879	-16883	0.141002		
1880	-16897	0.140355		
1881	-16910	0.141002		
1882	-16924	0.139383		
1883	-16938	0.126752		
1884	-16951	0.134039		
1885	-16966	0.139707		
1886	-16980	0.140193		
1887	-16995	0.129667		
1888	-17009	0.155091		
1889	-17024	0.146832		
1890	-17038	0.147966		
1891	-17052	0.141650		
1892	-17066	0.145699		
1893	-17079	0.138087		
1894	-17092	0.135982		
1895	-17105	0.136792		
1896	-17118	0.137764		
1897	-17130	0.140193		
1898	-17143	0.138573		
1899	-17157	0.129829		
1900	-17170	0.156548		
1901	-17184	0.139545		
1902	-17197	0.136792		
1903	-17211	0.140840		
1904	-17225	0.138249		
1905	-17240	0.136954		
1906	-17254	0.138735		
1907	-17269	0.117683		
1908	-17283	0.138897		
1909	-17297	0.135173		
1910	-17311	0.139869		
1911	-17325	0.143431		
1912	-17338	0.138573		
1913	-17351	0.133067		
1914	-17365	0.140355		
1915	-17378	0.136306		
1916	-17391	0.130476		
1917	-17405	0.136954		
1918	-17419	0.138411		
1919	-17432	0.132096		
1920	-17446	0.134201		
1921	-17460	0.133715		
1922	-17475	0.133067		
1923	-17489	0.132420		
1924	-17504	0.138249		
1925	-17518	0.130800		
1926	-17533	0.127238		
1927	-17547	0.136954		
1928	-17561	0.131934		
1929	-17574	0.132420		
1930	-17588	0.133553		
1931	-17600	0.133229		
1932	-17614	0.140678		
1933	-17627	0.135658		
1934	-17640	0.132096		
1935	-17654	0.131448		
1936	-17667	0.153472		
1937	-17681	0.140678		
1938	-17695	0.137116		
1939	-17709	0.136306		
1940	-17723	0.129019		
1941	-17738	0.133229		
1942	-17752	0.132582		
1943	-17767	0.133715		
1944	-17782	0.134039		
1945	-17796	0.135496		
1946	-17810	0.134201		
1947	-17824	0.137116		
1948	-17837	0.125618		
1949	-17851	0.136306		
1950	-17864	0.136792		
1951	-17877	0.131934		
1952	-17891	0.131124		
1953	-17904	0.130314		
1954	-17918	0.137278		
1955	-17932	0.133553		
1956	-17946	0.131124		
1957	-17960	0.132905		
1958	-17975	0.132743		
1959	-17990	0.121894		
1960	-18004	0.153472		
1961	-18018	0.132743		
1962	-18033	0.135011		
1963	-18047	0.130962		
1964	-18061	0.132582		
1965	-18074	0.131610		
1966	-18088	0.138087		
1967	-18101	0.132743		
1968	-18114	0.130962		
1969	-18127	0.132743		
1970	-18141	0.129343		
1971	-18154	0.135658		
1972	-18167	0.126590		
1973	-18181	0.144889		
1974	-18195	0.132096		
1975	-18209	0.128047		
1976	-18224	0.126752		
1977	-18238	0.136630		
1978	-18253	0.122541		
1979	-18267	0.131124		
1980	-18282	0.135982		
1981	-18296	0.130800		
1982	-18310	0.128209		
1983	-18324	0.122217		
1984	-18338	0.129829		
1985	-18351	0.139707		
1986	-18364	0.128857		
1987	-18378	0.130476		
1988	-18391	0.128857		
1989	-18405	0.129181		
1990	-18418	0.127561		
1991	-18432	0.122379		
1992	-18447	0.126104		
1993	-18461	0.128371		
1994	-18475	0.126428		
1995	-18490	0.129343		
1996	-18504	0.127723		
1997	-18519	0.133715		
1998	-18534	0.124161		
1999	-18548	0.129990		
